name,perimeter,area,complexity,income,income_state,lean,margin_rep,margin_pres,districts,nw,nb,nn,na,nh,no,n2,n2o,n3,hw,hb,hn,ha,hh,ho,h2,h2o,h3,nw_1,nb_1,nn_1,na_1,nh_1,no_1,n2_1,n2o_1,n3_1,hw_1,hb_1,hn_1,ha_1,hh_1,ho_1,h2_1,h2o_1,h3_1
California District 51,840,13281,7.2889318,42561,63783,-22,-45.5999985,-49,53,97500,45787,2767,59194,2092,338,10866,448,10418,376040,3257,2423,1442,367,110638,17999,10009,7990,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
California District 28,205,568,8.6016092,58768,63783,-23,-56,-49.7999992,53,392116,18635,1305,94697,752,2990,20689,1514,19175,89446,1237,1194,1459,144,84243,8083,5106,2977,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
California District 1,1791,74695,6.5531454,46594,63783,11,18.2000008,19.3999996,53,546028,9796,10335,18950,1058,759,24834,654,24180,62510,257,2763,261,153,18059,8222,3668,4554,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
Georgia District 7,223,1042,6.9082971,67534,51037,9,20.7999992,6.3000002,14,354702,144001,1301,97741,267,2636,15789,943,14846,84379,4582,1108,312,7,51152,3534,2039,1495,5466239,3105273,18256,371852,4354,26295,180061,8828,171233,573150,42861,10694,2131,562,255196,42396,24009,18387
Georgia District 2,1018,25381,6.3898907,35183,51037,-6,-22.3999996,-11.6999998,14,278148,352009,1248,7717,639,1398,11144,338,10806,16366,2007,104,147,31,12098,2936,1797,1139,5466239,3105273,18256,371852,4354,26295,180061,8828,171233,573150,42861,10694,2131,562,255196,42396,24009,18387
Georgia District 6,190,788,6.7684698,82390,51037,8,23.3999996,1.5,14,446029,97084,1962,77976,235,2772,15486,758,14728,66639,3333,2266,178,35,13183,4156,1783,2373,5466239,3105273,18256,371852,4354,26295,180061,8828,171233,573150,42861,10694,2131,562,255196,42396,24009,18387
Georgia District 14,620,9436,6.3826013,46248,51037,27,100,52.9000015,14,542904,60389,1046,6829,240,1623,9776,278,9498,55367,1609,1270,391,18,16486,2299,1526,773,5466239,3105273,18256,371852,4354,26295,180061,8828,171233,573150,42861,10694,2131,562,255196,42396,24009,18387
Kentucky District 2,1436,18991,10.4203072,47051,44811,19,100,39.9000015,6,651700,39935,1646,9454,730,847,15122,220,14902,13878,777,152,31,32,6922,2223,1107,1116,3766346,345715,7710,56789,2359,4815,81310,1850,79460,93170,4527,1342,295,225,35859,11527,6288,5239
Kentucky District 6,917,11245,8.647481,48170,44811,9,22.2000008,15.3000002,6,620322,64835,1399,13794,249,1334,15137,343,14794,18350,600,513,65,5,12215,2321,1450,871,3766346,345715,7710,56789,2359,4815,81310,1850,79460,93170,4527,1342,295,225,35859,11527,6288,5239
Louisiana District 1,1409,24835,8.9408522,55997,45652,24,55.0999985,42.2000008,6,577208,104461,9120,17787,116,1687,13655,413,13242,53678,1260,479,234,86,9340,3186,1504,1682,2754643,1483906,24050,78263,1264,7563,72573,2165,70408,154647,10295,2353,456,200,42871,12586,6468,6118
Louisiana District 3,970,23683,6.3030882,47016,45652,20,63.2000008,38.0999985,6,528680,188708,2362,11411,55,1126,15228,198,15030,20067,937,379,6,0,5252,1776,908,868,2754643,1483906,24050,78263,1264,7563,72573,2165,70408,154647,10295,2353,456,200,42871,12586,6468,6118
Louisiana District 5,2210,38548,11.2561884,35968,45652,15,100,29.3999996,6,452502,266203,2973,5099,137,757,7667,389,7278,12099,820,203,19,0,2770,1234,814,420,2754643,1483906,24050,78263,1264,7563,72573,2165,70408,154647,10295,2353,456,200,42871,12586,6468,6118
Indiana District 3,516,10962,4.9283872,50277,50433,18,47.0999985,34.7999992,9,615990,43337,1079,14408,153,1018,14750,338,14412,30076,862,288,17,153,8988,2606,1572,1034,5284680,599629,12763,129420,2013,9572,121979,3295,118684,250079,8597,3036,812,733,141928,24337,15713,8624
Indiana District 5,426,5026,6.0089469,64754,50433,9,27.2000008,11.6999998,9,614856,59839,843,24535,212,1276,16601,480,16121,20066,764,97,92,0,8075,2028,1300,728,5284680,599629,12763,129420,2013,9572,121979,3295,118684,250079,8597,3036,812,733,141928,24337,15713,8624
Indiana District 4,700,16521,5.4460282,53333,50433,17,34.0999985,33.9000015,9,637774,26976,1238,20398,150,1068,10243,388,9855,29111,767,212,127,126,10694,2265,1651,614,5284680,599629,12763,129420,2013,9572,121979,3295,118684,250079,8597,3036,812,733,141928,24337,15713,8624
Indiana District 7,139,792,4.9391499,39917,50433,-11,-24.2999992,-22.5,9,404938,218917,1936,19817,140,2397,18458,420,18038,42149,1720,667,141,149,32677,3184,1640,1544,5284680,599629,12763,129420,2013,9572,121979,3295,118684,250079,8597,3036,812,733,141928,24337,15713,8624
Georgia District 1,1148,23129,7.5485487,47573,51037,9,100,15.5,14,431160,211563,2220,12310,858,1019,16540,661,15879,26683,2625,277,147,83,13748,4143,2391,1752,5466239,3105273,18256,371852,4354,26295,180061,8828,171233,573150,42861,10694,2131,562,255196,42396,24009,18387
Illinois District 11,277,742,10.1689901,69355,59196,-9,-20.7999992,-23.2000008,18,379110,78449,607,54171,84,1080,16410,933,15477,94714,1635,1480,320,45,88607,6037,4161,1876,7996856,1810559,14378,650929,2994,18545,220949,11527,209422,1274051,27053,15021,4870,1192,735014,79273,48891,30382
Illinois District 9,163,274,9.8471899,65764,59196,-18,-33,-44.5,18,463993,63147,852,92257,193,1886,16469,1314,15155,58365,1255,754,607,37,15479,3470,1946,1524,7996856,1810559,14378,650929,2994,18545,220949,11527,209422,1274051,27053,15021,4870,1192,735014,79273,48891,30382
Illinois District 15,1523,38416,7.7704082,49127,59196,21,100,46.2000008,18,638701,29717,1189,4546,191,297,9162,118,9044,14711,306,56,76,106,2425,1625,869,756,7996856,1810559,14378,650929,2994,18545,220949,11527,209422,1274051,27053,15021,4870,1192,735014,79273,48891,30382
Tennessee District 8,929,18126,6.9002485,53877,46574,19,43.7000008,35.2999992,9,519490,140388,1709,14156,293,829,10222,373,9849,14489,537,236,43,7,4596,1576,897,679,4879669,1092491,15063,104540,2955,7800,118146,3386,114760,217064,8086,3694,828,344,82265,15064,8732,6332
California District 40,93,151,7.5682325,41521,63783,-33,-71.4000015,-69.4000015,53,33407,32775,663,16628,1074,901,2585,218,2367,355190,1931,3313,613,85,249872,10398,7159,3239,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
California District 12,105,313,5.9349508,88364,63783,-37,-80.9000015,-76.5999985,53,321786,38592,1244,233836,2709,3606,28862,1200,27662,51411,1621,1421,2355,231,44913,7750,4097,3653,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
California District 45,183,861,6.2366233,93995,63783,3,17.2000008,-5.4000001,53,391671,13192,1280,175072,1641,1616,26943,1131,25812,82265,1121,767,1118,96,46218,6687,3748,2939,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
Iowa District 3,770,22918,5.0863047,60261,54570,1,13.6999998,3.5,4,675155,31810,1583,23240,516,748,15436,215,15221,39717,902,561,89,33,8928,2414,1229,1185,2701600,100660,8310,66187,2276,2756,52093,852,51241,122290,2392,1641,383,146,36654,9201,4556,4645
Georgia District 11,358,2844,6.7130246,66258,51037,17,34.7999992,25,14,495424,115695,988,24400,216,2263,14105,1519,12586,47660,3793,1406,141,111,26564,2781,1582,1199,5466239,3105273,18256,371852,4354,26295,180061,8828,171233,573150,42861,10694,2131,562,255196,42396,24009,18387
Georgia District 12,1222,21577,8.319087,41442,51037,9,23.2000008,16.2000008,14,395918,245754,1392,11407,532,1871,11507,365,11142,23134,2525,415,256,0,11918,2741,1662,1079,5466239,3105273,18256,371852,4354,26295,180061,8828,171233,573150,42861,10694,2131,562,255196,42396,24009,18387
Georgia District 8,1353,22931,8.9348297,42013,51037,15,35.2000008,28.8999996,14,423438,211147,1155,10591,206,1677,10751,207,10544,26844,2424,281,71,19,11828,3032,2077,955,5466239,3105273,18256,371852,4354,26295,180061,8828,171233,573150,42861,10694,2131,562,255196,42396,24009,18387
California District 4,1210,34105,6.5520372,69051,63783,10,25.3999996,14.5,53,551767,8834,5847,34030,1204,628,23708,644,23064,61724,638,1627,496,122,21142,6932,2965,3967,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
California District 22,469,3028,8.5230474,53868,63783,8,35.2000008,9.3999996,53,298264,20709,3009,54124,1033,1284,15917,700,15217,245539,2530,4256,2217,360,76223,13984,6640,7344,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
California District 9,350,3380,6.0201831,57832,63783,-8,-14.8000002,-18.1000004,53,256989,62489,2123,103702,3856,1073,26881,1369,25512,151209,3150,3189,2378,205,83488,38293,9294,28999,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
Tennessee District 9,286,1307,7.9109426,37644,46574,-28,-59.7999992,-57.2999992,9,172091,463297,911,11381,162,1343,9760,254,9506,21358,1797,768,88,112,22613,2311,1247,1064,4879669,1092491,15063,104540,2955,7800,118146,3386,114760,217064,8086,3694,828,344,82265,15064,8732,6332
Tennessee District 6,953,17095,7.2888389,47925,46574,24,49.2999992,48.7000008,9,657278,30987,1968,6335,411,483,10905,221,10684,20752,272,430,160,9,6390,1515,950,565,4879669,1092491,15063,104540,2955,7800,118146,3386,114760,217064,8086,3694,828,344,82265,15064,8732,6332
Idaho District 1,2645,103409,8.2252007,49892,49174,21,36.4000015,38.2999992,2,706735,3412,9493,8877,982,307,17412,480,16932,62183,356,1873,588,54,17223,4232,1923,2309,1355896,9818,17635,20566,1809,948,33222,834,32388,137259,615,3819,1064,194,43810,8828,4371,4457
Idaho District 2,2110,113033,6.2759552,48356,49174,17,33.5,24.7000008,2,649161,6406,8142,11689,827,641,15810,354,15456,75076,259,1946,476,140,26587,4596,2448,2148,1355896,9818,17635,20566,1809,948,33222,834,32388,137259,615,3819,1064,194,43810,8828,4371,4457
California District 41,233,824,8.1169395,56824,63783,-12,-30,-27.8999996,53,179319,66541,2082,38965,2340,1273,15661,767,14894,219873,2611,3889,1197,219,191509,13825,8751,5074,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
California District 27,319,1820,7.4774752,70099,63783,-16,-34.7999992,-37.5999985,53,195585,31443,1302,270192,1385,1787,16739,1156,15583,97298,1597,1143,1813,124,87844,8960,5220,3740,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
California District 17,160,502,7.1411495,107946,63783,-25,-100,-53.2000008,53,184656,18286,1579,393356,3020,1645,23005,1810,21195,53504,921,1388,1447,718,55049,10226,5608,4618,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
California District 14,266,1500,6.8680906,93666,63783,-27,-61.7999992,-58.5999985,53,259457,21430,943,240718,9918,2823,27687,1609,26078,89174,1200,1541,2996,233,73189,10023,5375,4648,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
Oregon District 4,1212,46965,5.5926218,44180,53270,0,-15.8000002,-0.1,5,659319,5756,8386,17818,1419,875,27590,342,27248,38055,892,1594,271,55,12587,4439,1649,2790,3066467,70359,35074,158209,14245,4905,138202,2629,135573,321358,3653,10159,1946,691,119660,37339,14561,22778
Oregon District 2,2167,181765,5.082809,46384,53270,11,43.7000008,19.3999996,5,635779,4466,12505,7329,1647,627,22091,501,21590,75634,396,1931,248,65,20213,5778,2214,3564,3066467,70359,35074,158209,14245,4905,138202,2629,135573,321358,3653,10159,1946,691,119660,37339,14561,22778
Kentucky District 1,1790,32518,9.9263849,39757,44811,23,45.2999992,48.5,6,633600,49948,1470,4031,689,784,12500,178,12322,13375,847,201,58,52,4026,1990,1176,814,3766346,345715,7710,56789,2359,4815,81310,1850,79460,93170,4527,1342,295,225,35859,11527,6288,5239
Kentucky District 3,172,869,5.8347006,49070,44811,-6,-27,-15,6,506818,156555,952,18668,324,887,18976,699,18277,27284,1594,162,48,51,4104,2789,1087,1702,3766346,345715,7710,56789,2359,4815,81310,1850,79460,93170,4527,1342,295,225,35859,11527,6288,5239
Kentucky District 5,1244,29408,7.2541685,31274,44811,31,100,62.0999985,6,681849,10020,1430,2610,220,324,6034,160,5874,5462,223,114,27,79,1602,1121,824,297,3766346,345715,7710,56789,2359,4815,81310,1850,79460,93170,4527,1342,295,225,35859,11527,6288,5239
Kentucky District 4,1063,11624,9.8595133,57084,44811,18,42.5999985,35.9000015,6,672057,24422,813,8232,147,639,13541,250,13291,14821,486,200,66,6,6990,1083,644,439,3766346,345715,7710,56789,2359,4815,81310,1850,79460,93170,4527,1342,295,225,35859,11527,6288,5239
Illinois District 12,839,13434,7.2386785,45874,59196,5,14.6000004,14.8000002,18,538920,117157,1198,8406,139,567,14240,185,14055,15676,865,253,182,18,3913,1812,1000,812,7996856,1810559,14378,650929,2994,18545,220949,11527,209422,1274051,27053,15021,4870,1192,735014,79273,48891,30382
Illinois District 8,236,543,10.1277294,66407,59196,-8,-16.6000004,-21.5,18,376948,32496,644,91371,587,1774,12139,1692,10447,105988,1321,1773,595,137,84481,6710,4549,2161,7996856,1810559,14378,650929,2994,18545,220949,11527,209422,1274051,27053,15021,4870,1192,735014,79273,48891,30382
California District 2,1627,37669,8.3829231,65158,63783,-22,-53.7999992,-45.2000008,53,510774,9951,12468,25977,1175,3730,26154,726,25428,63155,794,2675,365,292,47492,8611,4838,3773,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
California District 38,133,266,8.1547537,63212,63783,-17,-41,-39.5999985,53,121597,26416,2232,108540,1753,2255,10102,1576,8526,246582,2114,2854,1604,186,176285,14708,9952,4756,14837242,2158363,136582,5280818,138956,90413,1107850,53686,1054164,8843342,103472,148930,73790,11952,5043187,679309,346222,333087
Alabama District 1,1181,17989,8.8053455,44824,44758,15,96.4000015,29.2000008,7,457189,193317,6627,9610,116,872,11037,710,10327,14275,763,205,100,0,4404,1082,751,331,3204335,1275780,21879,60240,1371,6322,77734,2511,75223,120702,6273,2040,504,637,55669,7678,4366,3312
Alabama District 3,1063,20010,7.5146666,42953,44758,16,34,32.9000015,7,479128,176891,1786,10881,218,672,10654,356,10298,11680,1112,268,230,16,5869,1146,704,442,3204335,1275780,21879,60240,1371,6322,77734,2511,75223,120702,6273,2040,504,637,55669,7678,4366,3312
Alabama District 5,662,9985,6.6249704,51830,44758,18,33.5,32.7999992,7,516064,120562,3857,11268,375,1291,16891,229,16662,24532,1013,486,58,99,6726,1574,725,849,3204335,1275780,21879,60240,1371,6322,77734,2511,75223,120702,6273,2040,504,637,55669,7678,4366,3312
Alabama District 4,1273,23596,8.2872267,40267,44758,30,98.5,62.5,7,573872,46931,4748,4284,221,339,10891,189,10702,28476,609,442,47,443,10824,1480,935,545,3204335,1275780,21879,60240,1371,6322,77734,2511,75223,120702,6273,2040,504,637,55669,7678,4366,3312
Alabama District 7,1597,26635,9.7853994,33366,44758,-20,-98.4000015,-41.2000008,7,216309,426965,928,4952,251,1135,6728,211,6517,9045,1031,254,11,28,7013,580,342,238,3204335,1275780,21879,60240,1371,6322,77734,2511,75223,120702,6273,2040,504,637,55669,7678,4366,3312
Alabama District 2,1222,26574,7.4962273,43173,44758,16,8.3000002,31.7000008,7,426855,209664,2424,7434,87,924,11764,579,11185,14939,1198,191,35,42,6368,1088,474,614,3204335,1275780,21879,60240,1371,6322,77734,2511,75223,120702,6273,2040,504,637,55669,7678,4366,3312
Alabama District 6,1002,10980,9.5623922,60706,44758,26,49.0999985,43.7999992,7,534918,101450,1509,11811,103,1089,9769,237,9532,17755,547,194,23,9,14465,728,435,293,3204335,1275780,21879,60240,1371,6322,77734,2511,75223,120702,6273,2040,504,637,55669,7678,4366,3312
Florida District 13,149,1111,4.4702234,45481,48900,-2,-3.8,-3.2,27,513985,86805,1902,24332,685,1814,15657,681,14976,53339,1593,228,170,0,6519,4090,1742,2348,11080426,3078918,40390,511264,9597,58235,348767,22455,326312,4050322,138076,12514,10008,1691,447642,146601,66078,80523
Florida District 26,877,13394,7.5778227,51148,48900,-6,11.8000002,-16.2999992,27,134502,83661,793,12651,88,1604,5439,460,4979,491138,9733,275,235,10,13557,7474,2203,5271,11080426,3078918,40390,511264,9597,58235,348767,22455,326312,4050322,138076,12514,10008,1691,447642,146601,66078,80523
Florida District 22,191,678,7.3353109,57254,48900,-6,-17.7999992,-15.8000002,27,434698,106213,1201,21760,241,4199,13291,1672,11619,123690,3077,675,458,47,16818,7132,2495,4637,11080426,3078918,40390,511264,9597,58235,348767,22455,326312,4050322,138076,12514,10008,1691,447642,146601,66078,80523
Florida District 9,433,6786,5.25631,45813,48900,-5,-15,-12.8999996,27,342455,93874,1315,22565,415,2326,13947,840,13107,245651,9675,833,1072,31,35280,10822,5509,5313,11080426,3078918,40390,511264,9597,58235,348767,22455,326312,4050322,138076,12514,10008,1691,447642,146601,66078,80523
Florida District 19,383,3541,6.4362931,53205,48900,13,31.7999992,22.1000004,27,536358,56904,1310,10787,53,898,7656,577,7079,119079,2027,431,373,181,17044,4287,2217,2070,11080426,3078918,40390,511264,9597,58235,348767,22455,326312,4050322,138076,12514,10008,1691,447642,146601,66078,80523
Missouri District 1,168,611,6.7965527,41817,49593,-29,-55.5,-58,8,305381,365044,1305,21212,230,2081,20281,700,19581,16879,877,192,148,21,4786,1825,808,1017,4850569,696649,22474,106801,5886,8742,131246,2751,128495,150306,5247,3167,1152,593,60024,16795,9331,7464
Missouri District 3,1007,18114,7.482079,57658,49593,18,39.9000015,39,8,700746,24949,2157,6958,346,1195,13049,199,12850,13456,295,171,189,71,3440,1131,543,588,4850569,696649,22474,106801,5886,8742,131246,2751,128495,150306,5247,3167,1152,593,60024,16795,9331,7464
Missouri District 5,642,6371,8.0432434,45886,49593,-7,-20.6000004,-14.8000002,8,487900,165110,3051,12559,1960,2389,18697,308,18389,30850,1527,773,285,187,27636,4607,2832,1775,4850569,696649,22474,106801,5886,8742,131246,2751,128495,150306,5247,3167,1152,593,60024,16795,9331,7464
Missouri District 4,1439,38056,7.3764811,45929,49593,17,40,35.7999992,8,662542,34556,2949,10748,661,754,20954,274,20680,17693,549,581,123,99,6274,2701,1421,1280,4850569,696649,22474,106801,5886,8742,131246,2751,128495,150306,5247,3167,1152,593,60024,16795,9331,7464
Missouri District 7,678,16495,5.2790227,42719,49593,23,40.0999985,45.5,8,679122,14082,6305,9271,1485,404,17830,320,17510,26156,341,491,91,112,7548,1698,1107,591,4850569,696649,22474,106801,5886,8742,131246,2751,128495,150306,5247,3167,1152,593,60024,16795,9331,7464
Missouri District 2,280,1244,7.9386716,76996,49593,8,20.7999992,10.3999996,8,666300,28055,996,32468,104,1128,12019,526,11493,15336,400,155,183,60,2540,1038,540,498,4850569,696649,22474,106801,5886,8742,131246,2751,128495,150306,5247,3167,1152,593,60024,16795,9331,7464
Missouri District 6,1591,47661,7.2876682,55377,49593,16,39.5999985,32.2999992,8,670486,30492,2396,9409,676,652,16219,237,15982,20004,908,464,76,43,5208,3017,1750,1267,4850569,696649,22474,106801,5886,8742,131246,2751,128495,150306,5247,3167,1152,593,60024,16795,9331,7464
Missouri District 8,1363,51988,5.9778404,39076,49593,24,51.7000008,54.2000008,8,678092,34361,3315,4176,424,139,12197,187,12010,9932,350,340,57,0,2592,778,330,448,4850569,696649,22474,106801,5886,8742,131246,2751,128495,150306,5247,3167,1152,593,60024,16795,9331,7464
Mississippi District 1,1012,27793,6.0703368,42647,40528,16,40.7999992,33,4,511090,205027,1035,5493,236,766,8553,251,8302,15248,715,89,0,0,6180,1513,947,566,1710126,1117387,12159,28447,457,2757,31155,791,30364,53912,3940,913,115,35,23577,4212,1963,2249
Mississippi District 3,1605,33376,8.785326,42767,40528,13,35.7999992,24.5,4,447530,262367,6911,7774,79,565,5913,186,5727,11769,554,425,0,35,4157,708,297,411,1710126,1117387,12159,28447,457,2757,31155,791,30364,53912,3940,913,115,35,23577,4212,1963,2249
Mississippi District 4,847,23052,5.57865,43173,40528,21,37.2000008,41.2000008,4,526551,176755,2189,11374,20,1016,12646,266,12380,21269,1050,202,79,0,6354,1208,430,778,1710126,1117387,12159,28447,457,2757,31155,791,30364,53912,3940,913,115,35,23577,4212,1963,2249
Mississippi District 2,1866,41239,9.1887741,32409,40528,-14,-38,-28.5,4,224955,473238,2024,3806,122,410,4043,88,3955,5626,1621,197,36,0,6886,783,289,494,1710126,1117387,12159,28447,457,2757,31155,791,30364,53912,3940,913,115,35,23577,4212,1963,2249
New Jersey District 1,210,958,6.7847919,65770,73702,-13,-23.2000008,-24.5,12,464411,119171,543,36454,122,2246,13749,784,12965,31161,8002,695,286,33,47476,6728,4268,2460,5054611,1133918,9509,813826,2158,37978,143625,13819,129806,1021099,73303,8961,5382,653,528345,82088,39192,42896
New Jersey District 3,444,2945,8.1816387,74644,73702,2,20.3999996,6.1999998,12,560136,75281,463,26534,247,2059,17262,546,16716,33690,3037,514,173,96,12784,4446,2048,2398,5054611,1133918,9509,813826,2158,37978,143625,13819,129806,1021099,73303,8961,5382,653,528345,82088,39192,42896
New Jersey District 10,143,209,9.8915167,48168,73702,-36,-73.8000031,-72.4000015,12,148220,379120,1147,52025,166,6213,12079,2028,10051,69232,12092,700,531,0,53628,6807,3878,2929,5054611,1133918,9509,813826,2158,37978,143625,13819,129806,1021099,73303,8961,5382,653,528345,82088,39192,42896
New Jersey District 4,325,1839,7.5786614,77685,73702,8,30.2000008,14.8000002,12,576668,45748,247,29294,223,1227,9989,395,9594,53664,2848,514,110,66,15543,2810,1104,1706,5054611,1133918,9509,813826,2158,37978,143625,13819,129806,1021099,73303,8961,5382,653,528345,82088,39192,42896
New Jersey District 5,400,2652,7.7673564,95701,73702,3,-4.4000001,1.1,12,522948,34956,1007,75237,196,1324,9111,662,8449,61608,3420,494,559,0,26600,4620,2139,2481,5054611,1133918,9509,813826,2158,37978,143625,13819,129806,1021099,73303,8961,5382,653,528345,82088,39192,42896
New Jersey District 7,395,2559,7.8083982,104987,73702,3,11,-1.1,12,535118,32925,430,70208,203,3139,10120,826,9294,57369,1025,363,496,14,27123,2964,1347,1617,5054611,1133918,9509,813826,2158,37978,143625,13819,129806,1021099,73303,8961,5382,653,528345,82088,39192,42896
New Jersey District 2,526,7459,6.0903945,59785,73702,1,22,4.5999999,12,482016,86865,1451,28910,82,723,15054,954,14100,65935,6135,547,350,111,33631,8014,5110,2904,5054611,1133918,9509,813826,2158,37978,143625,13819,129806,1021099,73303,8961,5382,653,528345,82088,39192,42896
New Jersey District 9,139,266,8.5226364,62559,73702,-16,-41.7000008,-31.2000008,12,297165,70297,987,97596,170,2573,10496,1417,9079,151901,10476,1508,562,100,90698,17133,4799,12334,5054611,1133918,9509,813826,2158,37978,143625,13819,129806,1021099,73303,8961,5382,653,528345,82088,39192,42896
New Jersey District 11,280,1378,7.5428143,103419,73702,3,19.1000004,0.9,12,552310,25651,427,71484,43,1347,12100,943,11157,60511,2004,208,502,8,10826,3306,1447,1859,5054611,1133918,9509,813826,2158,37978,143625,13819,129806,1021099,73303,8961,5382,653,528345,82088,39192,42896
New Jersey District 6,311,1061,9.5477867,77157,73702,-9,-28.7999992,-15.6000004,12,361279,69354,911,138553,139,1744,11737,2093,9644,117440,6125,372,703,7,29345,5391,3206,2185,5054611,1133918,9509,813826,2158,37978,143625,13819,129806,1021099,73303,8961,5382,653,528345,82088,39192,42896
New Jersey District 12,288,1086,8.7393188,81115,73702,-16,-30.8999996,-33.2000008,12,360380,127430,900,121933,129,5461,11503,1615,9888,78915,4567,1018,282,82,35253,3617,2076,1541,5054611,1133918,9509,813826,2158,37978,143625,13819,129806,1021099,73303,8961,5382,653,528345,82088,39192,42896
Nevada District 1,77,271,4.6774168,38941,53094,-15,-33.0999985,-29,4,223352,71004,2397,55407,4416,1659,18433,813,17620,163224,4174,2649,941,405,127483,9589,6177,3412,1455508,233440,24377,218782,17081,5376,94111,2692,91419,477549,10112,7550,3830,1253,255278,34925,18197,16728
Nevada District 3,477,7481,5.5149117,64740,53094,2,-1.2,1,4,425295,49517,2947,97815,5560,1520,31759,1111,30648,83032,2199,1017,1352,403,28521,8910,4500,4410,1455508,233440,24377,218782,17081,5376,94111,2692,91419,477549,10112,7550,3830,1253,255278,34925,18197,16728
Nevada District 4,1795,132711,4.9273224,53889,53094,-3,-4,-4.9000001,4,337498,100774,5781,38137,4042,1317,25459,449,25010,126021,2787,1704,894,285,63759,9635,4346,5289,1455508,233440,24377,218782,17081,5376,94111,2692,91419,477549,10112,7550,3830,1253,255278,34925,18197,16728
Nevada District 2,1776,145913,4.6493897,55692,53094,7,21.3999996,12.3000002,4,469363,12145,13252,27423,3063,880,18460,319,18141,105272,952,2180,643,160,35515,6791,3174,3617,1455508,233440,24377,218782,17081,5376,94111,2692,91419,477549,10112,7550,3830,1253,255278,34925,18197,16728
South Carolina District 1,877,6206,11.1325254,61354,46898,-13,21.7999992,12.6999998,7,515532,136955,1910,13087,312,942,15680,200,15480,29439,1657,124,186,0,12953,2233,1095,1138,3087207,1311344,14087,67865,2614,6746,86381,1959,84422,165045,11024,1330,688,170,66403,13701,8511,5190
South Carolina District 3,732,14164,6.150609,42513,46898,19,45.7000008,38,7,500065,123521,1252,5786,222,699,10737,163,10574,17412,1129,401,106,75,9418,1703,1277,426,3087207,1311344,14087,67865,2614,6746,86381,1959,84422,165045,11024,1330,688,170,66403,13701,8511,5190
South Carolina District 4,405,3410,6.9355011,49093,46898,15,36.2000008,25.7999992,7,480738,131873,1193,16161,332,838,10336,367,9969,41628,1515,210,125,28,10493,2382,1273,1109,3087207,1311344,14087,67865,2614,6746,86381,1959,84422,165045,11024,1330,688,170,66403,13701,8511,5190
South Carolina District 5,927,14526,7.6914234,46062,46898,9,20.5,18.5,7,450410,183393,2656,7209,200,1097,13519,318,13201,18707,903,86,63,16,7295,1923,1093,830,3087207,1311344,14087,67865,2614,6746,86381,1959,84422,165045,11024,1330,688,170,66403,13701,8511,5190
South Carolina District 7,787,14829,6.4627714,41296,46898,9,22.1000004,18.7000008,7,440451,198649,3932,6227,295,1090,10444,334,10110,17048,1894,281,63,22,7722,1309,852,457,3087207,1311344,14087,67865,2614,6746,86381,1959,84422,165045,11024,1330,688,170,66403,13701,8511,5190
South Carolina District 2,776,8054,8.6468096,55143,46898,13,24.2999992,18.6000004,7,462447,159205,1509,12499,577,1178,15426,328,15098,23703,1640,132,79,16,9164,1570,1153,417,3087207,1311344,14087,67865,2614,6746,86381,1959,84422,165045,11024,1330,688,170,66403,13701,8511,5190
South Carolina District 6,1841,21746,12.4842968,35014,46898,-20,-42.5,-37.4000015,7,237564,377748,1635,6896,676,902,10239,249,9990,17108,2286,96,66,13,9358,2581,1768,813,3087207,1311344,14087,67865,2614,6746,86381,1959,84422,165045,11024,1330,688,170,66403,13701,8511,5190
